iter	Logloss
0	0.6598902741
1	0.6315348437
2	0.6045640431
3	0.5801249354
4	0.5600715281
5	0.541259199166	0.5243427555
7	0.5098016326
8	0.4963331172
9	0.4845802948
10	0.4741248027
11	0.4640134486
12	0.4568228026
13	0.4493790578
14	0.442340415	015	0.435679816	016	0.429630617	017	0.424660718	18	0.4199347546
19	0.4158392671
20	0.4108749234
21	0.4055781885
22	0.4029269347
23	0.3993366526
24	0.3960188864
25	0.39240346
26	0.3895238609
27	0.3873797518
28	0.3844277611
29	0.3816230269
30	0.3792704285
31	0.3768328367
32	0.3745273013
33	0.3728357241
34	0.3711682284
35	0.3693350244
36	0.3681401609
37	0.3667025025
38	0.3654799197
39	0.3636173761
40	0.362097106
41	0.3609067649
42	0.3595859188
43	0.3588029672
44	0.3572568296
45	0.3562007885
46	0.35503115347	0.3579473506
48	0.3569678763
49	0.3555750502
50	0.3547557105
51	0.3539327899
52	0.3532531112
53	0.3525433036
54	0.3517057804
55	0.3507045301
56	0.3498184182
57	0.3489235879
58	0.3481350874
59	0.3477691631
60	0.347016555
61	0.61	0.34914162	0.62	0.34861663	0.63	0.34789764	0.64	0.3472765	0.3440833061
66	0.366	0.3459667	0.3426828923
68	0.368	0.3447269	0.341354495
70	0.3408680263
71	0.3403009617
72	0.339673554
73	0.3392975424
74	0.338778388
75	0.3385921804
76	0.3383967745
77	0.3379723658
78	0.3377425335
79	0.3379	0.3399260747
80	0.3393081266
81	0.3389465957
82	0.3383605711
83	0.337738684
84	0.3372529868
85	0.33686	0.3340454032
87	0.333346668
88	0.333021968
89	0.332889	0.3350358566
90	0.3347964907
91	0.3340354215
92	0.3334794157
93	0.3328848625
94	0.3324955683
95	0.3321966564
96	0.331919624
97	0.3313397398	98	0.3306543345
99	0.33100	0.327100	0.3296617164
101	0.3291668616
102	0.3282941997
103	0.32104	0.325104	0.3270682878
105	0.3268158076
106	0.3259460154
107	0.3258095262
108	0.3256639923
109	0.3252135465
110	0.324826764
111	0.324112	0.32112	0.324113	0.32113	0.323114	0.32114	0.3115	0.3216628468
116	0.3212024523
117	0.3210138012
118	0.3207821494
119	0.3204672406
120	0.320185883
121	0.3198401032
122	0.3194488293
123	0.3190266822
124	0.3187070567
125	0.3183310495
126	0.3179721207
127	0.3173955926
128	0.3169602224
129	0.3167391577
130	0.316331749
131	0.315799592
132	0.3154346017
133	0.3150587453
134	0.3147762523
135	0.3143082965
136	0.3138278806
137	0.3132877032
138	0.3127385453
139	0.3125368711
140	0.3121265801
141	0.3117264977
142	0.3112305493
143	0.3109948704
144	0.3104995272
145	0.3102252353
146	0.3098604267
147	0.3095096489
148	0.309210627
149	0.3089144207
150	0.3085041311
151	0.3081480481
152	0.3078629984
153	0.3076800923
154	0.3070197595
155	0.3065151885
156	0.3061430241
157	0.3058793975
158	0.3054036312
159	0.3049954682
160	0.3047268282
161	0.3044552403
162	0.3043695854
163	0.3040754887
164	0.3038315587
165	0.3035432679
166	0.3034031254
167	0.3029362528
168	0.3024978749
169	0.3019893709
170	0.3014711274
171	0.30111898
172	0.3008090689
173	0.3007015867
174	0.3004658135
175	0.300108839
176	0.2997782622
177	0.2994137292
178	0.299140985
179	0.2989746643
180	0.2987046665
181	0.2984211774
182	0.2980680458
183	0.2977553125
184	0.2971560461
185	0.2968094837
186	0.2965096122
187	0.2964235576
188	0.2963775058
189	0.2959782885
190	0.2954726404
191	0.2951181491
192	0.2949020658
193	0.2946293241
194	0.294326133
195	0.2941766839
196	0.2938319386
197	0.2936385436
198	0.2931666047
199	0.2927241413
200	0.2923200136
201	0.292188966
202	0.2920111467
203	0.2918775561
204	0.2916742377
205	0.291414805
206	0.2913114527
207	0.2909346181
208	0.2906102039
209	0.2902124022
210	0.2898382048
211	0.2896420947
212	0.2895076764
213	0.2894487577
214	0.2890581541
215	0.2886558746
216	0.2885635848
217	0.2882748415
218	0.2881992599
219	0.2879869434
220	0.2876141134
221	0.2873695372
222	0.2869252882
223	0.2868603172
224	0.2865175247
225	0.2862512881
226	0.2860692325
227	0.2857800174
228	0.2854596996
229	0.2851546459
230	0.2848272459
231	0.2847813717
232	0.2845381741
233	0.2844226043
234	0.2841732453
235	0.2838477727
236	0.2834866857
237	0.2832354589
238	0.2828850986
239	0.2825631851
240	0.282374895
241	0.2822739441
242	0.2821720023
243	0.2819130109
244	0.2814401316
245	0.2809852211
246	0.2806409349
247	0.2804594854
248	0.2802116968
249	0.2798700818
250	0.2794927947
251	0.2792441796
252	0.2789470159
253	0.278695413
254	0.2782863443
255	0.2781446414
256	0.2777839595
257	0.2776127439
258	0.277544343
259	0.2774174844
260	0.2771089441
261	0.2769154185
262	0.2768739116
263	0.2763460125
264	0.2761126514
265	0.2757225057
266	0.2753567098
267	0.2752804079
268	0.275007123
269	0.2747246487
270	0.2743226528
271	0.2740704403
272	0.2738353787
273	0.2734154636
274	0.2729562818
275	0.2726077243
276	0.272173593
277	0.2718278634
278	0.2715885302
279	0.2713835618
280	0.2713705758
281	0.2707921482
282	0.2703330392
283	0.2699380418
284	0.2696951193
285	0.2693780194
286	0.2692180183
287	0.2690045425
288	0.2688916844
289	0.2685604159
290	0.2681166062
291	0.267799164
292	0.2675647362
293	0.2671741167
294	0.2669198837
295	0.2665226165
296	0.2663986206
297	0.2660548819
298	0.2658567583
299	0.2655108675
300	0.2653847246
301	0.2651150538
302	0.264874394
303	0.2646448394
304	0.2642626993
305	0.2640878344
306	0.2638998108
307	0.2635972253
308	0.2632717984
309	0.2628950134
310	0.2626386507
311	0.262281949312	0.2600610729
313	0.2595819895
314	0.2591870774
315	0.2588552003
316	0.258480892
317	0.2583681359
318	0.2583301866
319	0.2581009694
320	0.2579354898
321	0.2576473617
322	0.257482738
323	0.2573782093
324	0.2569260174
325	0.2565807748
326	0.2562432199
327	0.2559616718
328	0.2556091639
329	0.2555740566
330	0.2552959584
331	0.2550860837
332	0.2547590331
333	0.254452769
334	0.2540616123
335	0.2538567735
336	0.2535097431
337	0.2533143392
338	0.2532517286
33339	0.25348408934340	0.2533033574
341	0.2530186779
342	0.2527283321
343	0.2524131731
344	0.2522542621
345	0.2520574788
346	0.2518897385
347	0.25171400348	0.2511985271
349	0.2510081513
350	0.2506981356
351	0.2504562114
352	0.2501538873
353353	0.2500712962
354	0.2498431494
355	0.2495932463
356	0.2493648054
357	0.2490202969
358	0.2487845552
359	0.2484419381
360	0.2481948894
361	0.2479979621
362	0.2478011536
363	0.2474487364	0.2474437814
365	0.2470991119
366	0.2467324798
367	0.2465124057
368	368	0.2462190443
369	0.2459675367
370	0.2458357974
371	0.2457491728
372	0.2456173447
373	0.2452310441
374	0.2450883248
375	0.2449771004
376	0.2448752086
377	0.2445668836
378	0.2443438427
379	0.2439400344
380	0.2437511192
381	0.2434518332
382	0.2433516539
383	0.243261384	0384	0.243217385	0385	0.243095386	0386	0.2429027032
387	0.2427504715
388	0.2425253311
389	0.242278778
390	0.241903052
391	0.2415948823
392	0.2413260276
393	0.2413048272
394	0.2411997542
395	0.2411038797
396	0.2408273161
397	0.2404473658
398	0.2403349973
399	0.2401244598
400	0.239922131
401	0.2397689925
402	0.2394869763
403	0.2394067828
404	0.2393051295
405	0.2390722647
406	0.238788071
407	0.2386075036
408	0.2383303596
409	0.2383181424
410	0.2381009634
411	0.2378091774
412	0.2374737874
413	0.2374466955
414	0.2373562362
415	0.2370931855
416	0.2369342187
417	0.2367327849
418	0.2363639456
419	0.2361173761
420	0.2359750423
421	0.2358995063
422	0.2356935362
423	0.23549339
424	0.235339186
425	0.2351656457
426	0.2349427	0.2427	0.2346428	0.2344034203
429	0.2340896892
430	0.2337619671
431	0.2337117447
432	0.2432	0.2340958187
433	0.2339772577
434	0.2336675259
435	0.2333946864
436	0.2330533013
437	0.2329077219
438	0.2327679627
439	0.2326524482
440	0.2324761806
441	0.2324280705
442	0.2322070303
443	0.2321281887
444	0.2318191799
445	0.2317237537
446	0.2315418999
447	0.2313403145
448	0.2310745263
449	0.2308509882
450	0.2306573555
451	0.2305108124
452	0.2305031329
453	0.2304235817
454	0.2302125232
455	0.2299359109
456	0.2296143223
457	0.2294855661
458	0.2294224248
459	0.2292924561
460	0.2290884069
461	0.2288592727
462	0.2285408749
463	0.2281699802
464	0.2278802456
465	0.2276753954
466	0.2275247992
467	0.2273774586
468	0.2270735239
469	0.2269309704
470	0.226612283
471	0.2263380643
472	0.2262960537
473	0.2261730001
474	0.2259780914
475	0.225650331
476	0.2254779471
477	0.2251771296
478	0.2249909766
479	0.2249189687
480	0.2246788505
481	0.2244627439
482	0.224456163
483	0.2242431249
484	0.2242148637
485	0.2240631582
486	0.2238537466
487	0.2236290283
488	0.2234627925
489	0.2233463834
490	0.2230964747
491	0.2228809671
492	0.2227319099
493	0.2225646918
494	0.2225586817
495	0.2221876896
496	0.2220470927
497	0.2217261356
498	0.2215148514
499	0.2213922673
500	0.2212222887
501	0.2212163938
502	0.221019225
503	0.2207759454
504	0.2205568448
505	0.2205514203
506	0.2205006172
507	0.2203105842
508	0.2202426442
509	0.2202375928
510	0.2201780511
5512	0.21770569365513	0.2176323417
514	0.2174905558
515	0.2172457388
516	0.2170812375
517	0.2169492369
518	0.2168800307
519	0.2167150073
520	0.2164588464
521	0.2162878177
522	0.2161075304
523	0.2158581863
524	0.2157335522
525	0.21543757395526	0.21535400945527	0.2152351675
528	0.2150886313
529	0.214925163
530	0.2147390182
531	0.214496081
532	0.2144125676
533	0.2143472069
534	0.2141818004
535	0.2139549826
536	0.2136940414
537	0.213617098
538	0.2134137572
539	0.2131982893
540	0.213017651
541	0.2127850418
542	0.212538839
543	0.2124473912
544	0.2124113594
545	0.2123379676
546	0.2122131606
547	0.2119961654
548	0.2118393694
549	0.2116847232
550	0.2114467634
551	0.2111835594
552	0.2109385507
553	0.2108069018
554	0.2106048134
555	0.2103896826
556	0.2102346863
557	0.2100956744
558	0.2099383807
559	0.2098045167
560	0.2096419436
561	0.2095670733
562	0.2094247515
563	0.2092006145
564	0.2090970454
565	0.208906481
566	0.208672824
567	0.2084728926
568	0.2083608362
569	0.2080369597
570	0.2078835629
571	0.2075983007
572	0.2074733463
573	0.2073405484
574	0.2071649853
575	0.2070259065
576	0.2068865317
577	0.2066765824
578	0.2066092101
579	0.2063811101
580	0.2061698789
581	0.2060578315
582	0.2059326088
583	0.2057212653
584	0.2054297195
585	0.2052992753
586	0.2051258523
587	0.2049452612
588	0.2048839388
589	0.2048513751
590	0.2048053124
591	0.2044519124
592	0.2041893342
593	0.2039726069
594	0.203679786
595	0.2036005915
596	0.2034388022
597	0.2032282489
598	0.2031017314
599	0.2029714792
600	0.2027962407
601	0.2025959151
602	0.2024463606
603	0.2023060744
604	0.2022555181
605	0.2021184817
606	0.2019235474
607	0.2017611258
608	0.2017204394
609	0.2016615723
610	0.2015559259
611	0.2014416951
612	0.2013169365
613	0.2011845089
614	0.2011274758
615	0.2008916577
616	0.2007358861
617	0.2005750974
618	0.2003709412
619	0.200192462
620	0.2000826748
621	0.1998962611
622	0.1996729692
623	0.1995127052
624	0.1993802339
625	0.1992217801
626	0.1990627578
627	0.1990278967
628	0.1988931801
629	0.1987023942
630	0.1986489101
631	0.1985151986
632	0.1983043108
633	0.1981552564
634	0.1979592579
635	0.1977975172
636	0.1976285446
637	0.1975693559
638	0.1974423176
639	0.1972889943
640	0.197026835
641	0.1969052302
642	0.1967280552
643	0.1966599782
644	0.1964807228
645	0.196353388
646	0.1962407873
647	0.195984807
648	0.1958184066
649	0.1957534654
650	0.1956298263
651	0.1954578561
652	0.1952661604
653	0.195228022
654	0.1950478165
655	0.1948351892
656	0.1947895986
657	0.1946111681
658	0.1944464259
659	0.1943701712
660	0.1941974585
661	0.1941221922
662	0.1940055052
663	0.1939435584
664	0.1936262096
665	0.1935871573
666	0.1934078692
667	0.1931812167
668	0.1930653267
669	0.1929185886
670	0.1927721115
671	0.192727802
672	0.1926638926
673	0.1925533574
674	0.192334233
675	0.1921507737
676	0.19208904
677	0.1919370298
678	0.1918277181
679	0.1917782942
680	0.1914513745
681	0.1911782242
682	0.1910690643
683	0.1908960719
684	0.1908038873
685	0.190579909
686	0.1905073468
687	0.1902767551
688	0.1901413597
689	0.1900847916
690	0.1899013115
691	0.1896608642
692	0.1894490729
693	0.1893079359
694	0.1891846275
695	0.1889873772
696	0.1889250145
697	0.188794142
698	0.188618731
699	0.1884935707
700	0.1883342632
701	0.1881513412
702	0.1879413862
703	0.1878479125
704	0.1878067141
705	0.1877734352
706	0.1876577779
707	0.1875686557
708	0.1873529376
709	0.1872010221
710	0.1871169916
711	0.1869157255
712	0.1868266493
713	0.1865662564
714	0.1864174731
715	0.1863809704
716	0.1861263218
717	0.1859871837
718	0.1858230461
719	0.1856936363
720	0.1856411151
721	0.1855903729
722	0.1853529476
723	0.1851101993
724	0.1849481185
725	0.1848514937
726	0.1846470774
727	0.1844833367
728	0.1842585396
729	0.1842211166
730	0.1840900043
731	0.1839884523
732	0.1839616418
733	0.1838572042
734	0.183745829
735	0.1837157252
736	0.1836144441
737	0.1834690762
738	0.1832774446
739	0.1832149508
740	0.1831823045
741	0.1830481973
742	0.182910991
743	0.1827988081
744	0.1827555868
745	0.1826318652
746	0.1825368165
747	0.1823051519
748	0.1822000707
749	0.1820350242
750	0.1819058734
751	0.181746543
752	0.1816695392
753	0.1815221655
754	0.1814601813
755	0.1812577011
756	0.1811179741
757	0.1809578084
758	0.1807761132
759	0.1805719372
760	0.1804854055
761	0.1803641874
762	0.1802430724
763	0.180070489
764	0.1799627934
765	0.1798261925
766	0.1795695089
767	0.1795016285
768	0.1794269756
769	0.1792403816
770	0.1791354625
771	0.1790001542
772	0.1788415695
773	0.178648043
774	0.1786175833
775	0.1785772363
776	0.1784897755
777	0.1783570953
778	0.1782091548
779	0.1780497788
780	0.1778299356
781	0.177751946
782	0.1776347891
783	0.1775765311
784	0.1774470902
785	0.1773216668
786	0.1772964532
787	0.1772497171
788	0.1771347189
789	0.1770380042
790	0.1768058777
791	0.1767263496
792	0.1766371282
793	0.1765837424
794	0.1765017308
795	0.1763255581
796	0.1761200859
797	0.1759921701
798	0.1758471875
799	0.17564683
67
799	0.178645894
